,Body,Label
backed up ? A browse of the Veritas site is a little quiet on this front.Kate
-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0
859,"
The Easiest Way to Discover the Truth about Anyone
NetDetective 7.0 is an amazing new tool that allows you to dig up facts about anyone. It is all completely legal, and you can use it in the privacy of your own home without anyone ever knowing. It's cheaper and faster than hiring a private investigator.Instantly locate anyone's e-mail address, phone number or address
Get a copy of your FBI file 
Find debtors and locate hidden assets 
Check driving and criminal records 
Locate old classmates, a missing family member, a long-lost love 
Investigate your family history - births, marriages, divorces, deaths Gain access to social security records 
Discover little-known ways to make untraceable phone calls And a lot more ...
Click here for instant download
Endorsed by the National Association of Independent Private Investigators (NAIPI)
Â 
Â 
You received this email because you signed up at one of Offer888.com's websites or you signed up with a party that has contracted with Offer888.com. To unsubscribe from our newsletter, please visit http://opt-out.offer888.net/?e=jm@netnoteinc.com. 
",1
1778,"
Â  
Â 
 Hi 
                  Jm, 
Thanks 
                    for visiting http://www.seekercenter.net. 
                    
Over 
                    90% web surfers use search engines to locate their needed 
                    info nowadays, so your web site is only effective when people 
                    can find it. If you are not listed on search engines - you 
                    lose. Nobody shows up no matter how attractive you made your 
                    site. As well, the investment you made in building it will 
                    not yield any dividends at all!
As 
                    a popular site promotion tool, SeekerCenter uniquely submits 
                    your website to 500,000+ search engines and directories worldwide, 
                    attracting great traffic to your business website. 
If 
                    you wish someone could step you through SeekerCenter WebPromoter 
                    program, you can check at http://www.seekercenter.net/faq.php. 
                    
If 
                    you'd like to view to which search engines & directories 
                    we submit your web site, please check http://www.seekercenter.net/engines.php. 
                    
Questions 
                    or comments? Contact Vanessa@seekercenter.net 
                    for more information.
Sincerely,
                    Vanessa Linter
                    Customer Service
http://www.seekercenter.net 
                    
Â 
",1
4582,"""Hunt, Bryan"" stated the following:
> 
> you need to do a ""fdisk /mbr"" from a bootable windoze floppy
> alternatively boot from linux boot disk and do fdisk, delete all partitions.I need to ask a question concerning this issue.What if I don't want to get rid of the MBR -- it will destroy the OS
on that drive.  How do I remove lilo without the above fdisk
procedure?> -----Original Message-----
> From: jac1 [mailto:jac1@student.cs.ucc.ie]
> 
> i recently had to wipe linux from my pc but forgot to restore the original
> MBR (NT). Anyone know how i can do this? linux is entirely gone and no boot
> floppy. formatting the entire disk doesn't do it either.-- 
Note: When you reply to this message, please include the mailing
      list/newsgroup address and my email address in To:.*********************************************************************
Signed,
SoloCDM-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie
",0
1359,"*****************BANNEDCD::::::::::::::::::::::::::::::::::>NET******************I have been receiving emails saying that I'm contributing to the ""moral decay of society"" by selling the Banned CD.  That may be, but I feel strongly that you have a right to benefit from 
this hard-to-find information. So I am giving you ONE LAST CHANCE to order the Banned CD! With this powerful CD, you will be able to investigate your friends, enemies and lovers in just minutes using the Internet.  You can track down old flames from college, or you can dig up some dirt on your boss to make sure you get that next promotion! 
  Or maybe you want a fake diploma to hang on your bedroom wall.  You'll find addresses for companies that make these diplomas on the Banned CD. Need to disappear fast and never look back?  No problem! 
Using the Banned CD, you will learn how to build a completely 
new identity. Obviously, the Powers That Be don't want you to have the Banned CD.  They have threatened me with lawsuits, fines, and even imprisonment unless I stop selling it immediately. But I feel that YOU have a Constitutional right to access this type of information, and I can't be intimidated. 
 Uncle Sam and your creditors are horrified that I am still selling this product!  There must be a price on my head! Why are they so upset? Because this CD gives you freedom. 
And you can't buy freedom at your local Walmart.  You will 
have the freedom to avoid creditors, judgments, lawsuits, IRS 
tax collectors, criminal indictments, your greedy ex-wife or 
ex-husband, and MUCH more!Please Click the URL for the Detail! http://%32%317.%31%30%36.%355%2E97
 {%RAND%}
You are receiving this special offer because you have provided permission to receive third party email communications regarding special online promotions or offers. We strongly oppose the use of SPAM email and do not want to send our mailings to anyone who does not wish to receive them. If you do not wish to receive any further messages from netcommission. To Be Removed From Our List, 
http://%32%317.%31%30%36.%355%2E97/remove.html--DeathToSpamDeathToSpamDeathToSpam--
-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Spamassassin-Sightings mailing list
Spamassassin-Sightings@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-sightings
",1
2485,"John Hall wrote:>>From: Stephen D. Williams [mailto:swilliams@hpti.com]
>>    
>>
>>Bush's reluctance to blast blind obeyance of religion as taught by
>>
>your
>  
>
>>local madrassa or KKK leader, apparently because he is fully involved
>>with the general effort to expand unfettered religiosity as the
>>    
>>
>solution 
>
>>to the world's ills, is disappointing.  He has spoke against madrassa,
>>but what I heard sounded lame and carefully crafted to shield religion
>>in general from scrutiny.
>>    
>>
>
>1. Which religion and how it is currently being expressed matters.
>
A)  Which religion is it that can claim no foul actions in its past? 
 Certainly not Christianity, Islam, etc.
B) ""How it is currently being expressed"" amounts to a tacit 
acknowledgement that the sophistication of the society involved and 
people's self-limiting reasonableness are important to avoid primitive 
expression.  This leads to the point that religion and less 
sophisticated societies are a dangerous mix.  It also tends to invoke 
the image of extremes that might occur without diligent maintenance of 
society.
C) Many splinter Christianity religions have 'clean hands' but they also 
aren't 'found in the wild'.(By ""primitive expression"", I don't mean to slight any society, but that 
there is some chronic evidence of irrational mob actions and uncivilized 
behavior (killing infants, women to break religious blue laws, etc.). 
 The US has only really been mostly free of ""primitive expression"" for 
40-50 years, although large categories, including serious religious 
conflict, were settled quite a while ago.)D) The Northern Ireland Protestant vs. Catholic feud, recently more or 
less concluded, is not completely unlike this kind of friction generated 
by splitting society too much along religious lines.  One Post article 
pointed out that the problem basically stemmed from the vertical 
integration of areas along religious lines all the way to schools, 
government, political party, etc.  (Of course both cases have a heritage 
of British conquest, but who doesn't?)(I couldn't find the article I remember, but here are a couple of others:)
http://www.washingtonpost.com/ac2/wp-dyn?pagename=article&node=&contentId=A33761-2001Jul8&notFound=true
http://www.washingtonpost.com/ac2/wp-dyn?pagename=article&node=&contentId=A15956-2002Jul16&notFound=true'Northern Ireland is a British province of green valleys and 
cloud-covered hills whose 1.6 million people are politically and 
religiously divided. About 54 percent of the population is Protestant, 
and most Protestants are unionists who want the province to remain part 
of Britain. The Roman Catholic minority is predominantly republican, or 
nationalist; they want to merge with the Republic of Ireland to the south.
In 1968, Catholic leaders launched a civil rights drive modeled on the 
Rev. Martin Luther King Jr.'s campaign in the American South. But 
violence quickly broke out, with ancient religious animosities fueling 
the political argument. Armed paramilitary groups sprung up on both 
sides. Police records and historians agree that the most lethal group by 
far was the IRA, fighting on the Catholic side with a goal of a united 
IrelandThe provincial police force estimates that about 3,600 people were 
killed during the 30-year conflict known, with characteristic Northern 
Ireland understatement, as ""The Troubles.""'>2. The US is trying to avoid making war on the Muslim religion.
>
That's fine, as it would be an inappropriate concentration.  It would be 
difficult to address the issues raised here in a clean way.  I'd be 
happy with an acknowledgement that the connection is there.>3. US Leadership remains reflexively multi-cultural.
>
This is ok to a point, as long as it doesn't shy away from logical, 
objective analysis of when a society could be seriously improved in 
certain ways.>>We all have
>>disagreements, but at some point it becomes a crime against humanity.
>>    
>>
>
>I didn't say burning the train was a good thing.  I said I understood it
>wasn't a spontaneous attack on people who had done no wrong.
>True, although I don't think you were as clear originally.  :-)sdw",0
187,"Digital Publishing Tools - Free Software Alert!
Publish Like a Professional with Digital Publishing ToolsEasily Create Professional:
eBooks
eBrochures
eCatalogs
Resumes
Newsletters
Presentations
Magazines
Photo Albums
Invitations
Much, much more
Save MONEY! - Save TreesSave on Printing, Postage and Advertising CostsDIGITAL PUBLISHING TOOLS
DOWNLOAD NEW FREE Version NOW!
*Limited Time Offer
Choose from these
Display Styles:
3D Page Turn
Slide Show
Sweep/Wipe
Embed hyperlinks and Link to anywhere Online, such as your Website, Order Page or Contact Form.
Distribute via Floppy, CD-ROM, E-Mail or Online.Take your Marketing to the Next Level!For More Info, Samples or a FREE Download, click the appropriate link to the right! Â 
Server demand is extremely high for this limited time Free Software offer. Â 
Please try these links periodically if a site seems slow or unreachable.
WEBSITE 1
WEBSITE 2
WEBSITE 3If you wish to be removed from our mailing list, please cick the Unsubscribe button
 Â 
Copyright Â© 2002 - Affiliate ID #1269
*FREE Version is FULLY FUNCTIONAL with NO EXPIRATION and has a 4 page (2 page spread) limit.
",1
5401,"
--- begin forwarded text
Date: Sun, 11 Aug 2002 13:02:48 +0100
To: usual@espace.net
From: Fearghas McKay 
Subject: Fwd: [camram-spam] another framework hashcash related framework
Reply-To: ""Usual People List"" 
Sender: 
--- begin forwarded text
Mailing-List: contact camram-spam-help@camram.org; run by ezmlm
X-No-Archive: yes
Reply-To: camram-spam@camram.org
Delivered-To: mailing list camram-spam@camram.org
Delivered-To: moderator for camram-spam@camram.org
Date: Fri, 2 Aug 2002 00:42:53 +0100
From: Adam Back 
To: CAMRAM 
Cc: Adam Back 
Subject: [camram-spam] another framework hashcash related frameworkThere is a framework for using a hashcash like proof of work function
as a way to frustrate junk mailers in this paper:""Curbing Junk E-Mail via Secure Classification""by E. Gabber, M. Jakobsson, Y. Matias, A. Mayer Bellin FC98.Online copy here:http://citeseer.nj.nec.com/27735.html(Look in the view or download section at the top right, it's
availabile in at least .pdf and .ps formats).The framework they propose with proxies etc looks a lot like the
current camram architecture, with a proof of work to get on a white
list.  They use target revokable email addresses (basically identical
to the LWPA concept) to implement the white list.The resulting framework is essentially identical to what I proposed in
recent message with:Subject: target revokable email addresses, and postage-free tokensTheir idea of including the postage free-token in the email address,
mirrors what is done in LWPA and makes the system exhibit smoother
migration for non-users.  eg. you can use varied sender addresses and
it will still work, you can forward the email address to someone else
and it will still work etc.They have some software architecture diagrams and suggestions for
installing some of the proxies on a corporate gateway -- ""gatekeeper""
they call it.Adam---------------------------------------------------------------------
To unsubscribe, e-mail: camram-spam-unsubscribe@camram.org
For additional commands, e-mail: camram-spam-help@camram.org--- end forwarded text--- end forwarded text
-- 
-----------------
R. A. Hettinga 
The Internet Bearer Underwriting Corporation 
44 Farquhar Street, Boston, MA 02131 USA
""... however it may deserve respect for its usefulness and antiquity,
[predicting the end of the world] has not been found agreeable to
experience."" -- Edward Gibbon, 'Decline and Fall of the Roman Empire'
http://xent.com/mailman/listinfo/fork
",0
4592,"  | Date: Wed, 31 Jul 2002 18:57:50 +0100
  | From: Brian Foster 
  | 
  |   | Date: Wed, 31 Jul 2002 23:11:49 +0800
  |   | From: Fergal Daly 
  |   | 
  |   | 7.3 seems to support Chinese input out of the box, it's got
  |   | miniChinput and some other stuff no documentation.  [ ... ]
  |   | Can anyone tell me what I should do?
  | 
  |  I've no idea, but a relevant/useful source of info could
  |  be the Â«linux-utf8Â» e-list:
  | 
  |      http://www.cl.cam.ac.uk/~mgk25/unicode.html
  |      http://mail.nl.linux.org/linux-utf8/
  |[ ... ]
  |  w.r.t. X11 applications [ one approach is to use ]
  |  what's called an XIM (X Input Method).   [ ... ] sorry for replying to my own post! a google for ""xim linux"" found a number of hits.
 try (I've haven't finished reading this myself,
 but it seems good):   http://www.suse.de/~mfabian/suse-cjk/ (CJK stands for Chinese Japanese Korean.) the above is probably best read with a browser
 that groks UTF-8.cheers!
	-blf-
--
 Innovative, very experienced, Unix and      | Brian Foster    Dublin, Ireland
 Chorus (embedded RTOS) kernel internals     | e-mail: blf@utvinternet.ie
 expert looking for a new position ...       | mobile: (+353 or 0)86 854 9268
  For a rÃ©sumÃ©, contact me, or see my website  http://www.blf.utvinternet.ie    Stop E$$o (ExxonMobile):  Â«Whatever you do, don't buy Esso --- they
     don't give a damn about global warming.Â»    http://www.stopesso.com
     Supported by Greenpeace, Friends of the Earth, and numerous others...-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie
",0
5483,"On Mon, 19 Aug 2002, Rohit Khare wrote:> Sorry, gang, but I've flipped the switch. If your posting address
> doesn't match your subscription address, or if you've instructed a robot
> to forkpost on your behalf, it'll get held, silently, for me or Kragen
> to review. Which will be rarely, so be warned.
>
> Let's see how this works out for a week or so...And I didnt even need to visit, woohoo :)... Proving that the threat of my presence gets action in only 14 hours. I
think I should be offended, but I'll be too busy basking in the glow of a
spam-free FoRK :)- Adam L. ""Duncan"" Beberg
  http://www.mithral.com/~beberg/
  beberg@mithral.com
http://xent.com/mailman/listinfo/fork",0
3919,"URL: http://www.newsisfree.com/click/-5,8304314,1717/
Date: 2002-09-27T08:51:28+01:00(orlando sentinel)
",0
4245,"URL: http://boingboing.net/#85537483
Date: Not suppliedHere's a how-to explaining how to blind a surveillance camera a laser-pointer. 
Link[1] Discuss[2] (_Thanks, Mike[3]!_)[1] http://www.naimark.net/projects/zap/howto.html
[2] http://www.quicktopic.com/boing/H/MMYu4tp9w54
[3] http://www.objectif.org
",0
2036,"URL: http://boingboing.net/#85535421
Date: Not suppliedA Nintendo newsletter from 1987 is going for ober $700 on eBay. Link[1] Discuss
[2] _(Thanks, Billy Hayes!)_[1] http://cgi.ebay.com/ws/eBayISAPI.dll?ViewItem&item=1566539449&rd=1
[2] http://www.quicktopic.com/16/H/wUzqZdX42Az
",0
1191,"
FIND OUT WHO THEY ARE CHATTING/EMAILING WITHFOR ALL THOSE HOURS!Is your spouse cheating online?  Are your kids talking to dangerous people
 on instant messenger?FIND OUT NOW with
 Big Brotheravailable as an instant software download.
ONLY $39.95 Click Here To Order 
Please click here if you would like to be removed from this list.
--DeathToSpamDeathToSpamDeathToSpam--
-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Spamassassin-Sightings mailing list
Spamassassin-Sightings@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-sightings
",1
76,"OWOLABI & ASSOCIATE,
FALOMO, IKOYI.
LAGOS - NIGERIA.
YOUR KIND ATTN.,RE: REQUEST FOR MUTUALLY BENEFITTING ENDEAVOUR.I humbly crave your indulgence in sending you this
mail, if the contents does not meet with your personal
and business ethics, I apologize in advance.I am Barrister Kola Owolabi( attorney at law), I
represent Alhaji Ishmaila Ibrahim Gwarzoâ€™s estates. Alhaji Gwarzo was the chief
security advicer of the then military leader of this country(Nigeria) in the
person of Late General Sani Abacha who died on the 8th of June 1998. With the
advent of a new democratic
dispensation in the country under the leadership of
Gen. Olusegun Obasanjo (Rtd), my client has come under
severe persecution due to the sensitive position he
held in the last military regime, presently he is
under house arrest restricted only to the confines of
his village.The main purpose of this mail is to intimate you of a
business proposal that might be of interest to you. My
client has informed me of the existence of funds
deposited with a security company abroad. This fund
came about as part of security votes that were
allocated to my client's portfolio during his tenure
as chief security adviser to the then president. What
happened was that he had part of the funds transferred
from the vaults of the Central Bank Of Nigeria to this
security outfit with the aim of purchasing arms and ammunitions for the personal
security outfit of the
then president. But before the purchase could take
place the president died. My client has decided to
keep this for himself as all his properties has been
confisticated by the present regime. But due to his
incarceration he cannot travel out and effect the
change of possession to his benefit.I have been mandated by my client to source for a
foreign partner that can help him facilitate the
change of possession. The deposit certificate and the
code needed for the execution of this endeavor are in
my possession.The funds in question is USD17.6M (Seventeen Million, Six Hundred Thousand
United States dollars Only). Should this proposition be of interest to you, you can reach me through my e-mail address so that we can go through the rudiments of this endeavor.I remain most obliged.Barrister Kola Owolabi(JP).
Principal Partner. Owolabi & Associates__________________________________________________________________
Your favorite stores, helpful shopping tools and great gift ideas. Experience the convenience of buying online with Shop@Netscape! http://shopnow.netscape.com/Get your own FREE, personal Netscape Mail account today at http://webmail.netscape.com/
",1
2471,"On Thu, 12 Sep 2002, Tom wrote:> Yep, that ws the plan all alng with my typos, I am the only one to be
> consistently fighting the evls of da vore.Well, yeah, but there's an easier way.
	
	http://www.google.com/search?hl=en&lr=&ie=UTF-8&oe=UTF-8&q=STARTTLS&spell=1There's still MITM, but it requires a far higher capability, and is easier
to detect once you go beyond the scamed interaction of two parties, since
being manipulative in principle.If you run your own mailserver, or have a say in what your host does, make 
him adopt STARTTLS.
",0
3742,"URL: http://scriptingnews.userland.com/backissues/2002/09/23#When:4:54:52PM
Date: Mon, 23 Sep 2002 23:54:52 GMTPaul Everitt: Interop in the Bazaar[1].[1] http://advogato.com/article/544.html
",0
1177,empty,1
1603,empty,1
1214,"You're 
  Bahama Bound! Dear rsharp2, 
Congratulations youâ€™re 
  a winner! 
Youâ€™ve won a chance 
  to receive an all expense paid Florida Vacation. 
  The grand prize will included 5 days and 4 night in Magical Orlando, Florida
  at a world class resort.
But wait there's more! 
  You'll also receive a 3 day 2 night round trip cruise to the Bahamas
  with all of your meals and entertainment included aboard the ship. 
  
You'll also receive a 3 
  day 2 night weekend getaway for 2 in any one of 32
destinations around 
  the world. Youâ€™ll really enjoy your weekend getaway because
  you can take it any time in the next 18 months. 
To enter to win your prize 
  just come to our website and register. 
Click here
 
Thanks for entering our 
  contest and we look forward to seeing you soon. 
Sincerely, 
Emily Rodriguez
P.S. Youâ€™ve got to 
  hurry. If you claim your weekend getaway in 24 hours
  you will also be entered to receive 2 round trip airline tickets.
 So donâ€™t wait, 
  Click here today. 
  To be excluded from future prizes Click 
  here
",1
4329,"Just to put the germano-Indian fascination in context, one should note that
there is a sizable group of German Klingons as well. Well, _I_ see a
connection, anyway.BillWilliam Jacobs
Sporadically Underemployed Person
I wish to God these calculations had been executed by steam! - Charles
Babbage
To unsubscribe from this group, send an email to:
forteana-unsubscribe@egroups.com Your use of Yahoo! Groups is subject to http://docs.yahoo.com/info/terms/ ",0
133,"THE CONVIENENCE OF
<!--
 /* Font Definitions */
@font-face
	{font-family:Wingdings;
	panose-1:5 0 0 0 0 0 0 0 0 0;
	mso-font-charset:2;
	mso-generic-font-family:auto;
	mso-font-pitch:variable;
	mso-font-signature:0 268435456 0 0 -2147483648 0;}
@font-face
	{font-family:Tahoma;
	panose-1:2 11 6 4 3 5 4 4 2 4;
	mso-font-charset:0;
	mso-generic-font-family:swiss;
	mso-font-pitch:variable;
	mso-font-signature:553679495 -2147483648 8 0 66047 0;}
 /* Style Definitions */
p.MsoNormal, li.MsoNormal, div.MsoNormal
	{mso-style-parent:"""";
	margin:0in;
	margin-bottom:.0001pt;
	mso-pagination:widow-orphan;
	font-size:10.0pt;
	font-family:""Times New Roman"";
	mso-fareast-font-family:""Times New Roman"";}
h1
	{mso-style-next:Normal;
	margin:0in;
	margin-bottom:.0001pt;
	mso-pagination:widow-orphan;
	page-break-after:avoid;
	mso-outline-level:1;
	font-size:36.0pt;
	mso-bidi-font-size:10.0pt;
	font-family:Tahoma;
	mso-font-kerning:0pt;
	font-weight:normal;}
h2
	{mso-style-next:Normal;
	margin:0in;
	margin-bottom:.0001pt;
	text-align:center;
	mso-pagination:widow-orphan;
	page-break-after:avoid;
	mso-outline-level:2;
	font-size:48.0pt;
	mso-bidi-font-size:10.0pt;
	font-family:Tahoma;
	font-weight:normal;}
h3
	{mso-style-next:Normal;
	margin:0in;
	margin-bottom:.0001pt;
	text-align:center;
	mso-pagination:widow-orphan;
	page-break-after:avoid;
	mso-outline-level:3;
	font-size:24.0pt;
	mso-bidi-font-size:10.0pt;
	font-family:Tahoma;
	font-weight:normal;}
h4
	{mso-style-next:Normal;
	margin:0in;
	margin-bottom:.0001pt;
	text-align:center;
	mso-pagination:widow-orphan;
	page-break-after:avoid;
	mso-outline-level:4;
	font-size:36.0pt;
	mso-bidi-font-size:10.0pt;
	font-family:Tahoma;
	font-weight:normal;}
h5
	{mso-style-next:Normal;
	margin-top:0in;
	margin-right:0in;
	margin-bottom:0in;
	margin-left:.25in;
	margin-bottom:.0001pt;
	mso-pagination:widow-orphan;
	page-break-after:avoid;
	mso-outline-level:5;
	font-size:16.0pt;
	mso-bidi-font-size:10.0pt;
	font-family:Tahoma;
	font-weight:normal;}
h6
	{mso-style-next:Normal;
	margin-top:0in;
	margin-right:0in;
	margin-bottom:0in;
	margin-left:.25in;
	margin-bottom:.0001pt;
	text-align:center;
	mso-pagination:widow-orphan;
	page-break-after:avoid;
	mso-outline-level:6;
	font-size:16.0pt;
	mso-bidi-font-size:10.0pt;
	font-family:Tahoma;
	font-weight:normal;}
p.MsoHeading7, li.MsoHeading7, div.MsoHeading7
	{mso-style-next:Normal;
	margin:0in;
	margin-bottom:.0001pt;
	text-align:center;
	mso-pagination:widow-orphan;
	page-break-after:avoid;
	mso-outline-level:7;
	font-size:16.0pt;
	mso-bidi-font-size:10.0pt;
	font-family:Tahoma;
	mso-fareast-font-family:""Times New Roman"";}
p.MsoBodyText, li.MsoBodyText, div.MsoBodyText
	{margin:0in;
	margin-bottom:.0001pt;
	mso-pagination:widow-orphan;
	font-size:20.0pt;
	mso-bidi-font-size:10.0pt;
	font-family:Tahoma;
	mso-fareast-font-family:""Times New Roman"";}
a:link, span.MsoHyperlink
	{color:blue;
	text-decoration:underline;
	text-underline:single;}
a:visited, span.MsoHyperlinkFollowed
	{color:purple;
	text-decoration:underline;
	text-underline:single;}
@page Section1
	{size:8.5in 11.0in;
	margin:.5in .5in .1in .5in;
	mso-header-margin:.5in;
	mso-footer-margin:.5in;
	mso-paper-source:0;}
div.Section1
	{page:Section1;}
 /* List Definitions */
@list l0
	{mso-list-id:167256993;
	mso-list-type:hybrid;
	mso-list-template-ids:537322506 67698689 67698691 67698693 67698689 67698691 67698693 67698689 
67698691 67698693;}
@list l0:level1
	{mso-level-number-format:bullet;
	mso-level-text:\F0B7;
	mso-level-tab-stop:.5in;
	mso-level-number-position:left;
	text-indent:-.25in;
	font-family:Symbol;}
ol
	{margin-bottom:0in;}
ul
	{margin-bottom:0in;}
-->THE CONVENIENCE OF
CHICAGO
EASY ON YOUR BUDGET
Â 
When planning your next Chicago meeting consider the 
Â 
Radisson Hotel
Chicago-Northshore
Â 
ï¿½Â Â Â Â Â  Great
location just 8 miles north of Downtown Chicago off I-94 Expressway
ï¿½Â Â Â Â Â  $85 State
Government Rate with only 6% Sales Tax (Chicago 14.9%, Rosemont 12%)
ï¿½Â Â Â Â Â  Oï¿½Hare
Shuttle Service Available
ï¿½Â Â Â Â Â  Free High
Speed Internet Access
ï¿½Â Â Â Â Â  Free
Ample Parking
ï¿½Â Â Â Â Â  State
Certified Minority Business Enterprise (MBE) #363778006
ï¿½Â Â Â Â Â  18000+
Square Feet of Flexible Meeting Space
ï¿½Â Â Â Â Â  #3 Rated
Hotel for Customer Service in Entire Radisson Chain Worldwide*
ï¿½Â Â Â Â Â  Great
Restaurants, Shopping & Activities
ï¿½Â Â Â Â Â  FEMA
#IL-0458 and ADA Compliant
Â 
Contact Riz Bhatti @ 1847-677-1234
ext. 6884 or
Donald Bae @ 1847-677-1234 ext. 6880
Take a virtual tour of our hotel @ www.radisson-chicago.com
Â Â December 2001 Customer Satisfaction Survey-Radisson
Worldwide Hotels and Resorts",1
3794,"URL: http://www.aaronsw.com/weblog/000616
Date: 2002-09-25T18:54:10-06:00One of the weirdest things I heard when listening to the Cato Institute debate 
was an economist claim ""a tenet of my profession is that people won't pay for 
something they can get for free."" Someone objected, using the analogy of 
bottled water. There's a far better example: The New York Times.  Incredibly, this institution puts out pages and pages of high-quality 
professional content each week and then distributes them by means of men in 
trucks across the country overnight where they sit, waiting to be sold to 
people. Meanwhile, the exact same content is available _for free_ using an 
insidious peer-to-peer downloading system called ""the Web"" by typing in the 
keyword ""www.nytimes.com"". Those people at the New York Times must not 
understand the Internet or something! More examples: the thriving shareware market, the Baen Free Library, Janis Ian 
and others. Other times, people claim that no one will create if they can't get paid. I'd 
like to introduce you to free software and just about every weblog on the 
planet.",0
3132,"Ahh sweet.  Theres a reason for me to upgrade then :-)--On Thursday, October 03, 2002 16:20:46 +0300 Panu Matilainen 
 wrote:> They want to preserve binary compatibility for all .x releases. Red Hat
> 8.0 has python 2.2 as default.                                    -- \m/ --
  ""...if I seem super human I have been misunderstood."" (c) Dream Theater
         mark@talios.com - ICQ: 1934853 JID: talios@myjabber.net
_______________________________________________
RPM-List mailing list 
http://lists.freshrpms.net/mailman/listinfo/rpm-list
",0
1044,"Â Â Â Â Â Â Â Â Â Â  Want 
      To Harvest A Lot Of Target EmailÂ Â  
      Addresses In A Very Short Time?
Target Email Extractor isÂ  aÂ  
      powerfulÂ  EmailÂ  Software thatÂ  harvests Target Email 
      Addresses from search engines, any specified starting URLs , including cgi 
      , asp pages etc.
Â  It Quickly and automatically 
      search and spider from search engine, any specified starting URLs to find 
      and extract e-mail addresses
Powerful targeting ability. Only extract the specific email addresses 
      that directly related to your business.
Integrated with 18 top popular search engines: Yahoo, Google, MSN, 
      AOL
Fast Search Ability. Nearly can find thousands of e-mail addresses in 
      an hour, allowing up to 500 simultaneous search threads!
Helpful for anyone for internet Email marketing purposes.
Free version updates.Click The Following Link To Download This 
      Program:
Download Site 
      1
Download Site 
      2Â Â Â Â Â Â Â Â Â Â Â  
      ï¿½ï¿½IfÂ  you can not download this program ,Â  please 
      copy the following link into your URL , and then click "" Enter"" on your 
      Computer Keyboard.
Here is the 
      download links:http://www.wldinfo.com/download/email/ESE.zip
http://bestsoft.3322.org/onlinedown/ESE.zip
Disclaimer:We are strongly against continuously sending 
      unsolicited emails to those who do not wish to receive our special 
      mailings. We have attained the services of an independent 3rd party to 
      overlook list management and removal services. This is not unsolicited 
      email. If you do not wish to receive further mailings, please click this 
      link http://www.autoemailremoval.com/cgi-bin/remove.pl 
      . Auto Email Removal Company. Ref# 
      01222263545This message is a commercial advertisement. It is compliant 
      with all federal and state laws regarding email messages including the 
      California Business and Professions Code. We have provided the subject 
      line ""ADV"" to provide you notification that this is a commercial 
      advertisement for persons over 18yrs old.",1
4639,"On Friday 02 August 2002 09:41, Gregory McRandal (ext 722) wrote:
> Hi,
>
> I've installed Quake 3 onto my computer and it starts to run up ok but as
> soon as the graphics start it bails out.  It complains that there is an
> error in sis_drv.o,  the line before this says that it is starting Quake in
> 24 bit depth, now from http://www.winischhofer.net/linuxsis630.shtml I
> understand that the sis630 won't do 24 bit depth.  So is there a way to
> make Quake start up in 16 bit depth?  I've done some ""google""ing but drawn
> a blank.....
>
> Thanks
>
> GregIf your card has its own MesaGL drivers it may want you to remove the one in 
the Quake directory (certainly NVidia cards do this). Have a look at the docs 
for your card's Linux drivers.
Bob-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie
",0
1729,"Lowest rates available for term life insurance! Take a moment and fill out our online form to see the low rate you qualify for. Save up to 70% from regular rates! Smokers accepted! http://www3.all-savings.com/termlife/ 
      
Representing quality nationwide carriers. Act now!
     
     
     
     
     
---------------------------------------
To unsubscribe, go to: 
http://www3.all-savings.com/stopthemailplease/
Please allow 48-72 hours for removal.",1
